######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
################################
Initializing geometry package...
################################
Initializing geometry package...
################################
Initializing MPI and solver...
################################
Initializing MPI and solver...
################################
Initializing domain...
################################
Initializing domain...
################################
Saving input file to output directory...
################################
Saving input file to output directory...
################################

Saving data to numpy array files...
################################

Saving data to numpy array files...
Solving:
Solving:
Time step 100, Step size=0.0000043ms, Time elapsed=0.000000s;
Time step 1260200, Step size=0.0000033ms, Time elapsed=0.004187s;
Time step 1225500, Step size=0.0000043ms, Time elapsed=0.005235s;
Time step 1260300, Step size=0.0000033ms, Time elapsed=0.004187s;
Time step 1225600, Step size=0.0000043ms, Time elapsed=0.005235s;
Time step 1260400, Step size=0.0000033ms, Time elapsed=0.004188s;
Time step 1225700, Step size=0.0000043ms, Time elapsed=0.005236s;
Time step 1260500, Step size=0.0000033ms, Time elapsed=0.004188s;
Time step 1225800, Step size=0.0000043ms, Time elapsed=0.005236s;
Time step 1260600, Step size=0.0000033ms, Time elapsed=0.004188s;
Time step 1225900, Step size=0.0000043ms, Time elapsed=0.005236s;
Time step 1260700, Step size=0.0000033ms, Time elapsed=0.004189s;
Time step 1226000, Step size=0.0000043ms, Time elapsed=0.005237s;
Time step 1260800, Step size=0.0000033ms, Time elapsed=0.004189s;
Time step 1226100, Step size=0.0000043ms, Time elapsed=0.005237s;
Time step 1260900, Step size=0.0000033ms, Time elapsed=0.004189s;
Time step 1226200, Step size=0.0000043ms, Time elapsed=0.005238s;
Time step 1261000, Step size=0.0000033ms, Time elapsed=0.004190s;
Time step 1226300, Step size=0.0000043ms, Time elapsed=0.005238s;
Time step 1261100, Step size=0.0000033ms, Time elapsed=0.004190s;
Time step 1226400, Step size=0.0000043ms, Time elapsed=0.005239s;
Time step 1261200, Step size=0.0000033ms, Time elapsed=0.004190s;
Time step 1226500, Step size=0.0000043ms, Time elapsed=0.005239s;
Time step 1261300, Step size=0.0000033ms, Time elapsed=0.004191s;
Time step 1226600, Step size=0.0000043ms, Time elapsed=0.005239s;
Time step 1261400, Step size=0.0000033ms, Time elapsed=0.004191s;
Time step 1226700, Step size=0.0000043ms, Time elapsed=0.005240s;
Time step 1261500, Step size=0.0000033ms, Time elapsed=0.004191s;
Time step 1226800, Step size=0.0000043ms, Time elapsed=0.005240s;
Time step 1261600, Step size=0.0000033ms, Time elapsed=0.004192s;
Time step 1226900, Step size=0.0000043ms, Time elapsed=0.005241s;
Time step 1261700, Step size=0.0000033ms, Time elapsed=0.004192s;
Time step 1227000, Step size=0.0000043ms, Time elapsed=0.005241s;
Time step 1261800, Step size=0.0000033ms, Time elapsed=0.004192s;
Time step 1227100, Step size=0.0000043ms, Time elapsed=0.005242s;
Time step 1261900, Step size=0.0000033ms, Time elapsed=0.004193s;
Time step 1227200, Step size=0.0000043ms, Time elapsed=0.005242s;
Time step 1262000, Step size=0.0000033ms, Time elapsed=0.004193s;
Time step 1227300, Step size=0.0000043ms, Time elapsed=0.005242s;
Time step 1262100, Step size=0.0000033ms, Time elapsed=0.004193s;
Time step 1227400, Step size=0.0000043ms, Time elapsed=0.005243s;
Time step 1262200, Step size=0.0000033ms, Time elapsed=0.004194s;
Time step 1227500, Step size=0.0000043ms, Time elapsed=0.005243s;
Time step 1262300, Step size=0.0000033ms, Time elapsed=0.004194s;
Time step 1227600, Step size=0.0000043ms, Time elapsed=0.005244s;
Time step 1262400, Step size=0.0000033ms, Time elapsed=0.004194s;
Time step 1227700, Step size=0.0000043ms, Time elapsed=0.005244s;
Time step 1262500, Step size=0.0000033ms, Time elapsed=0.004195s;
Time step 1227800, Step size=0.0000043ms, Time elapsed=0.005245s;
Time step 1262600, Step size=0.0000033ms, Time elapsed=0.004195s;
Time step 1227900, Step size=0.0000043ms, Time elapsed=0.005245s;
Time step 1262700, Step size=0.0000033ms, Time elapsed=0.004195s;
Time step 1228000, Step size=0.0000043ms, Time elapsed=0.005245s;
Time step 1262800, Step size=0.0000033ms, Time elapsed=0.004196s;
Time step 1228100, Step size=0.0000043ms, Time elapsed=0.005246s;
Time step 1262900, Step size=0.0000033ms, Time elapsed=0.004196s;
Time step 1228200, Step size=0.0000043ms, Time elapsed=0.005246s;
Time step 1263000, Step size=0.0000033ms, Time elapsed=0.004196s;
Time step 1228300, Step size=0.0000043ms, Time elapsed=0.005247s;
Time step 1263100, Step size=0.0000033ms, Time elapsed=0.004197s;
Time step 1228400, Step size=0.0000043ms, Time elapsed=0.005247s;
Time step 1263200, Step size=0.0000033ms, Time elapsed=0.004197s;
Time step 1228500, Step size=0.0000043ms, Time elapsed=0.005248s;
Time step 1263300, Step size=0.0000033ms, Time elapsed=0.004197s;
Time step 1228600, Step size=0.0000043ms, Time elapsed=0.005248s;
Time step 1263400, Step size=0.0000033ms, Time elapsed=0.004198s;
Time step 1228700, Step size=0.0000043ms, Time elapsed=0.005248s;
Time step 1263500, Step size=0.0000033ms, Time elapsed=0.004198s;
Time step 1228800, Step size=0.0000043ms, Time elapsed=0.005249s;
Time step 1263600, Step size=0.0000033ms, Time elapsed=0.004198s;
Time step 1228900, Step size=0.0000043ms, Time elapsed=0.005249s;
Time step 1263700, Step size=0.0000033ms, Time elapsed=0.004199s;
Time step 1229000, Step size=0.0000043ms, Time elapsed=0.005250s;
Time step 1263800, Step size=0.0000033ms, Time elapsed=0.004199s;
Saving data to numpy array files...
Time step 1229100, Step size=0.0000043ms, Time elapsed=0.005250s;
Time step 1263900, Step size=0.0000033ms, Time elapsed=0.004199s;
Time step 1229200, Step size=0.0000043ms, Time elapsed=0.005251s;
Time step 1264000, Step size=0.0000033ms, Time elapsed=0.004200s;
Time step 1229300, Step size=0.0000043ms, Time elapsed=0.005251s;
Time step 1264100, Step size=0.0000033ms, Time elapsed=0.004200s;
Saving data to numpy array files...
Time step 1229400, Step size=0.0000043ms, Time elapsed=0.005251s;
Time step 1264200, Step size=0.0000033ms, Time elapsed=0.004200s;
Time step 1229500, Step size=0.0000043ms, Time elapsed=0.005252s;
Time step 1264300, Step size=0.0000033ms, Time elapsed=0.004201s;
Time step 1229600, Step size=0.0000043ms, Time elapsed=0.005252s;
Time step 1264400, Step size=0.0000033ms, Time elapsed=0.004201s;
Time step 1229700, Step size=0.0000043ms, Time elapsed=0.005253s;
Time step 1264500, Step size=0.0000033ms, Time elapsed=0.004201s;
Time step 1229800, Step size=0.0000043ms, Time elapsed=0.005253s;
Time step 1264600, Step size=0.0000033ms, Time elapsed=0.004202s;
Time step 1229900, Step size=0.0000043ms, Time elapsed=0.005254s;
Time step 1264700, Step size=0.0000033ms, Time elapsed=0.004202s;
Time step 1230000, Step size=0.0000043ms, Time elapsed=0.005254s;
Time step 1264800, Step size=0.0000033ms, Time elapsed=0.004202s;
Time step 1230100, Step size=0.0000043ms, Time elapsed=0.005254s;
Time step 1264900, Step size=0.0000033ms, Time elapsed=0.004203s;
Time step 1230200, Step size=0.0000043ms, Time elapsed=0.005255s;
Time step 1265000, Step size=0.0000033ms, Time elapsed=0.004203s;
Time step 1230300, Step size=0.0000043ms, Time elapsed=0.005255s;
Time step 1265100, Step size=0.0000033ms, Time elapsed=0.004203s;
Time step 1230400, Step size=0.0000043ms, Time elapsed=0.005256s;
Time step 1265200, Step size=0.0000033ms, Time elapsed=0.004204s;
Time step 1230500, Step size=0.0000043ms, Time elapsed=0.005256s;
Time step 1265300, Step size=0.0000033ms, Time elapsed=0.004204s;
Time step 1230600, Step size=0.0000043ms, Time elapsed=0.005257s;
Time step 1265400, Step size=0.0000033ms, Time elapsed=0.004204s;
Time step 1230700, Step size=0.0000043ms, Time elapsed=0.005257s;
Time step 1265500, Step size=0.0000033ms, Time elapsed=0.004205s;
Time step 1230800, Step size=0.0000043ms, Time elapsed=0.005257s;
Time step 1265600, Step size=0.0000033ms, Time elapsed=0.004205s;
Time step 1230900, Step size=0.0000043ms, Time elapsed=0.005258s;
Time step 1265700, Step size=0.0000033ms, Time elapsed=0.004205s;
Time step 1231000, Step size=0.0000043ms, Time elapsed=0.005258s;
Time step 1265800, Step size=0.0000033ms, Time elapsed=0.004206s;
Time step 1231100, Step size=0.0000043ms, Time elapsed=0.005259s;
Time step 1265900, Step size=0.0000033ms, Time elapsed=0.004206s;
Time step 1231200, Step size=0.0000043ms, Time elapsed=0.005259s;
Time step 1266000, Step size=0.0000033ms, Time elapsed=0.004206s;
Time step 1231300, Step size=0.0000043ms, Time elapsed=0.005260s;
Time step 1266100, Step size=0.0000033ms, Time elapsed=0.004207s;
Time step 1231400, Step size=0.0000043ms, Time elapsed=0.005260s;
Time step 1266200, Step size=0.0000033ms, Time elapsed=0.004207s;
Time step 1231500, Step size=0.0000043ms, Time elapsed=0.005260s;
Time step 1266300, Step size=0.0000033ms, Time elapsed=0.004207s;
Time step 1231600, Step size=0.0000043ms, Time elapsed=0.005261s;
Time step 1266400, Step size=0.0000033ms, Time elapsed=0.004208s;
Time step 1231700, Step size=0.0000043ms, Time elapsed=0.005261s;
Time step 1266500, Step size=0.0000033ms, Time elapsed=0.004208s;
Time step 1231800, Step size=0.0000043ms, Time elapsed=0.005262s;
Time step 1266600, Step size=0.0000033ms, Time elapsed=0.004208s;
Time step 1231900, Step size=0.0000043ms, Time elapsed=0.005262s;
Time step 1266700, Step size=0.0000033ms, Time elapsed=0.004209s;
Time step 1232000, Step size=0.0000043ms, Time elapsed=0.005263s;
Time step 1266800, Step size=0.0000033ms, Time elapsed=0.004209s;
Time step 1232100, Step size=0.0000043ms, Time elapsed=0.005263s;
Time step 1266900, Step size=0.0000033ms, Time elapsed=0.004209s;
Time step 1232200, Step size=0.0000043ms, Time elapsed=0.005263s;
Time step 1267000, Step size=0.0000033ms, Time elapsed=0.004210s;
Time step 1232300, Step size=0.0000043ms, Time elapsed=0.005264s;
Time step 1267100, Step size=0.0000033ms, Time elapsed=0.004210s;
Time step 1232400, Step size=0.0000043ms, Time elapsed=0.005264s;
Time step 1267200, Step size=0.0000033ms, Time elapsed=0.004210s;
Time step 1232500, Step size=0.0000043ms, Time elapsed=0.005265s;
Time step 1267300, Step size=0.0000033ms, Time elapsed=0.004211s;
Time step 1232600, Step size=0.0000043ms, Time elapsed=0.005265s;
Time step 1267400, Step size=0.0000033ms, Time elapsed=0.004211s;
Time step 1232700, Step size=0.0000043ms, Time elapsed=0.005266s;
Time step 1267500, Step size=0.0000033ms, Time elapsed=0.004211s;
Time step 1232800, Step size=0.0000043ms, Time elapsed=0.005266s;
Time step 1267600, Step size=0.0000033ms, Time elapsed=0.004212s;
Time step 1232900, Step size=0.0000043ms, Time elapsed=0.005266s;
Time step 1267700, Step size=0.0000033ms, Time elapsed=0.004212s;
Time step 1233000, Step size=0.0000043ms, Time elapsed=0.005267s;
Time step 1267800, Step size=0.0000033ms, Time elapsed=0.004212s;
Time step 1233100, Step size=0.0000043ms, Time elapsed=0.005267s;
Time step 1267900, Step size=0.0000033ms, Time elapsed=0.004213s;
Time step 1233200, Step size=0.0000043ms, Time elapsed=0.005268s;
Time step 1268000, Step size=0.0000033ms, Time elapsed=0.004213s;
Time step 1233300, Step size=0.0000043ms, Time elapsed=0.005268s;
Time step 1268100, Step size=0.0000033ms, Time elapsed=0.004213s;
Time step 1233400, Step size=0.0000043ms, Time elapsed=0.005269s;
Time step 1268200, Step size=0.0000033ms, Time elapsed=0.004214s;
Time step 1233500, Step size=0.0000043ms, Time elapsed=0.005269s;
Time step 1268300, Step size=0.0000033ms, Time elapsed=0.004214s;
Time step 1233600, Step size=0.0000043ms, Time elapsed=0.005269s;
Time step 1268400, Step size=0.0000033ms, Time elapsed=0.004214s;
Time step 1233700, Step size=0.0000043ms, Time elapsed=0.005270s;
Time step 1268500, Step size=0.0000033ms, Time elapsed=0.004215s;
Time step 1233800, Step size=0.0000043ms, Time elapsed=0.005270s;
Time step 1268600, Step size=0.0000033ms, Time elapsed=0.004215s;
Time step 1233900, Step size=0.0000043ms, Time elapsed=0.005271s;
Time step 1268700, Step size=0.0000033ms, Time elapsed=0.004215s;
Time step 1234000, Step size=0.0000043ms, Time elapsed=0.005271s;
Time step 1268800, Step size=0.0000033ms, Time elapsed=0.004216s;
Time step 1234100, Step size=0.0000043ms, Time elapsed=0.005271s;
Time step 1268900, Step size=0.0000033ms, Time elapsed=0.004216s;
Time step 1234200, Step size=0.0000043ms, Time elapsed=0.005272s;
Time step 1269000, Step size=0.0000033ms, Time elapsed=0.004216s;
Time step 1234300, Step size=0.0000043ms, Time elapsed=0.005272s;
Time step 1269100, Step size=0.0000033ms, Time elapsed=0.004217s;
Time step 1234400, Step size=0.0000043ms, Time elapsed=0.005273s;
Time step 1269200, Step size=0.0000033ms, Time elapsed=0.004217s;
Time step 1234500, Step size=0.0000043ms, Time elapsed=0.005273s;
Time step 1269300, Step size=0.0000033ms, Time elapsed=0.004217s;
Time step 1234600, Step size=0.0000043ms, Time elapsed=0.005274s;
Time step 1269400, Step size=0.0000033ms, Time elapsed=0.004218s;
Time step 1234700, Step size=0.0000043ms, Time elapsed=0.005274s;
Time step 1269500, Step size=0.0000033ms, Time elapsed=0.004218s;
Time step 1234800, Step size=0.0000043ms, Time elapsed=0.005274s;
Time step 1269600, Step size=0.0000033ms, Time elapsed=0.004218s;
Time step 1234900, Step size=0.0000043ms, Time elapsed=0.005275s;
Time step 1269700, Step size=0.0000033ms, Time elapsed=0.004219s;
Time step 1235000, Step size=0.0000043ms, Time elapsed=0.005275s;
Time step 1269800, Step size=0.0000033ms, Time elapsed=0.004219s;
Time step 1235100, Step size=0.0000043ms, Time elapsed=0.005276s;
Time step 1269900, Step size=0.0000033ms, Time elapsed=0.004219s;
Time step 1235200, Step size=0.0000043ms, Time elapsed=0.005276s;
Time step 1270000, Step size=0.0000033ms, Time elapsed=0.004220s;
Time step 1235300, Step size=0.0000043ms, Time elapsed=0.005277s;
Time step 1270100, Step size=0.0000033ms, Time elapsed=0.004220s;
Time step 1235400, Step size=0.0000043ms, Time elapsed=0.005277s;
Time step 1270200, Step size=0.0000033ms, Time elapsed=0.004220s;
Time step 1235500, Step size=0.0000043ms, Time elapsed=0.005277s;
Time step 1270300, Step size=0.0000033ms, Time elapsed=0.004221s;
Time step 1235600, Step size=0.0000043ms, Time elapsed=0.005278s;
Time step 1270400, Step size=0.0000033ms, Time elapsed=0.004221s;
Time step 1235700, Step size=0.0000043ms, Time elapsed=0.005278s;
Time step 1270500, Step size=0.0000033ms, Time elapsed=0.004221s;
Time step 1235800, Step size=0.0000043ms, Time elapsed=0.005279s;
Time step 1270600, Step size=0.0000033ms, Time elapsed=0.004222s;
Time step 1235900, Step size=0.0000043ms, Time elapsed=0.005279s;
Time step 1270700, Step size=0.0000033ms, Time elapsed=0.004222s;
Time step 1236000, Step size=0.0000043ms, Time elapsed=0.005280s;
Time step 1270800, Step size=0.0000033ms, Time elapsed=0.004222s;
Time step 1236100, Step size=0.0000043ms, Time elapsed=0.005280s;
Time step 1270900, Step size=0.0000033ms, Time elapsed=0.004223s;
Time step 1236200, Step size=0.0000043ms, Time elapsed=0.005280s;
Time step 1271000, Step size=0.0000033ms, Time elapsed=0.004223s;
Time step 1236300, Step size=0.0000043ms, Time elapsed=0.005281s;
Time step 1271100, Step size=0.0000033ms, Time elapsed=0.004223s;
Time step 1236400, Step size=0.0000043ms, Time elapsed=0.005281s;
Time step 1271200, Step size=0.0000033ms, Time elapsed=0.004224s;
Time step 1236500, Step size=0.0000043ms, Time elapsed=0.005282s;
Time step 1271300, Step size=0.0000033ms, Time elapsed=0.004224s;
Time step 1236600, Step size=0.0000043ms, Time elapsed=0.005282s;
Time step 1271400, Step size=0.0000033ms, Time elapsed=0.004224s;
Time step 1236700, Step size=0.0000043ms, Time elapsed=0.005283s;
Time step 1271500, Step size=0.0000033ms, Time elapsed=0.004225s;
Time step 1236800, Step size=0.0000043ms, Time elapsed=0.005283s;
Time step 1271600, Step size=0.0000033ms, Time elapsed=0.004225s;
Time step 1236900, Step size=0.0000043ms, Time elapsed=0.005283s;
Time step 1271700, Step size=0.0000033ms, Time elapsed=0.004225s;
Time step 1237000, Step size=0.0000043ms, Time elapsed=0.005284s;
Time step 1271800, Step size=0.0000033ms, Time elapsed=0.004226s;
Time step 1237100, Step size=0.0000043ms, Time elapsed=0.005284s;
Time step 1271900, Step size=0.0000033ms, Time elapsed=0.004226s;
Time step 1237200, Step size=0.0000043ms, Time elapsed=0.005285s;
Time step 1272000, Step size=0.0000033ms, Time elapsed=0.004226s;
Time step 1237300, Step size=0.0000043ms, Time elapsed=0.005285s;
Time step 1272100, Step size=0.0000033ms, Time elapsed=0.004227s;
Time step 1237400, Step size=0.0000043ms, Time elapsed=0.005286s;
Time step 1272200, Step size=0.0000033ms, Time elapsed=0.004227s;
Time step 1237500, Step size=0.0000043ms, Time elapsed=0.005286s;
Time step 1272300, Step size=0.0000033ms, Time elapsed=0.004227s;
Time step 1237600, Step size=0.0000043ms, Time elapsed=0.005286s;
Time step 1272400, Step size=0.0000033ms, Time elapsed=0.004228s;
Time step 1237700, Step size=0.0000043ms, Time elapsed=0.005287s;
Time step 1272500, Step size=0.0000033ms, Time elapsed=0.004228s;
Time step 1237800, Step size=0.0000043ms, Time elapsed=0.005287s;
Time step 1272600, Step size=0.0000033ms, Time elapsed=0.004228s;
Time step 1237900, Step size=0.0000043ms, Time elapsed=0.005288s;
Time step 1272700, Step size=0.0000033ms, Time elapsed=0.004228s;
Time step 1238000, Step size=0.0000043ms, Time elapsed=0.005288s;
Time step 1272800, Step size=0.0000033ms, Time elapsed=0.004229s;
Time step 1238100, Step size=0.0000043ms, Time elapsed=0.005289s;
Time step 1272900, Step size=0.0000033ms, Time elapsed=0.004229s;
Time step 1238200, Step size=0.0000043ms, Time elapsed=0.005289s;
Time step 1273000, Step size=0.0000033ms, Time elapsed=0.004229s;
Time step 1238300, Step size=0.0000043ms, Time elapsed=0.005289s;
Time step 1273100, Step size=0.0000033ms, Time elapsed=0.004230s;
Time step 1238400, Step size=0.0000043ms, Time elapsed=0.005290s;
Time step 1273200, Step size=0.0000033ms, Time elapsed=0.004230s;
Time step 1238500, Step size=0.0000043ms, Time elapsed=0.005290s;
Time step 1273300, Step size=0.0000033ms, Time elapsed=0.004230s;
Time step 1238600, Step size=0.0000043ms, Time elapsed=0.005291s;
Time step 1273400, Step size=0.0000033ms, Time elapsed=0.004231s;
Time step 1238700, Step size=0.0000043ms, Time elapsed=0.005291s;
Time step 1273500, Step size=0.0000033ms, Time elapsed=0.004231s;
Time step 1238800, Step size=0.0000043ms, Time elapsed=0.005292s;
Time step 1273600, Step size=0.0000033ms, Time elapsed=0.004231s;
Time step 1238900, Step size=0.0000043ms, Time elapsed=0.005292s;
Time step 1273700, Step size=0.0000033ms, Time elapsed=0.004232s;
Time step 1239000, Step size=0.0000043ms, Time elapsed=0.005292s;
Time step 1273800, Step size=0.0000033ms, Time elapsed=0.004232s;
Time step 1239100, Step size=0.0000043ms, Time elapsed=0.005293s;
Time step 1273900, Step size=0.0000033ms, Time elapsed=0.004232s;
Time step 1239200, Step size=0.0000043ms, Time elapsed=0.005293s;
Time step 1274000, Step size=0.0000033ms, Time elapsed=0.004233s;
Time step 1239300, Step size=0.0000043ms, Time elapsed=0.005294s;
Time step 1274100, Step size=0.0000033ms, Time elapsed=0.004233s;
Time step 1239400, Step size=0.0000043ms, Time elapsed=0.005294s;
Time step 1274200, Step size=0.0000033ms, Time elapsed=0.004233s;
Time step 1239500, Step size=0.0000043ms, Time elapsed=0.005295s;
Time step 1274300, Step size=0.0000033ms, Time elapsed=0.004234s;
Time step 1239600, Step size=0.0000043ms, Time elapsed=0.005295s;
Time step 1274400, Step size=0.0000033ms, Time elapsed=0.004234s;
Time step 1239700, Step size=0.0000043ms, Time elapsed=0.005295s;
Time step 1274500, Step size=0.0000033ms, Time elapsed=0.004234s;
Time step 1239800, Step size=0.0000043ms, Time elapsed=0.005296s;
Time step 1274600, Step size=0.0000033ms, Time elapsed=0.004235s;
Time step 1239900, Step size=0.0000043ms, Time elapsed=0.005296s;
Time step 1274700, Step size=0.0000033ms, Time elapsed=0.004235s;
Time step 1240000, Step size=0.0000043ms, Time elapsed=0.005297s;
Time step 1274800, Step size=0.0000033ms, Time elapsed=0.004235s;
Time step 1240100, Step size=0.0000043ms, Time elapsed=0.005297s;
Time step 1274900, Step size=0.0000033ms, Time elapsed=0.004236s;
Time step 1240200, Step size=0.0000043ms, Time elapsed=0.005298s;
Time step 1275000, Step size=0.0000033ms, Time elapsed=0.004236s;
Time step 1240300, Step size=0.0000043ms, Time elapsed=0.005298s;
Time step 1275100, Step size=0.0000033ms, Time elapsed=0.004236s;
Time step 1240400, Step size=0.0000043ms, Time elapsed=0.005298s;
Time step 1275200, Step size=0.0000033ms, Time elapsed=0.004237s;
Time step 1240500, Step size=0.0000043ms, Time elapsed=0.005299s;
Time step 1275300, Step size=0.0000033ms, Time elapsed=0.004237s;
Time step 1240600, Step size=0.0000043ms, Time elapsed=0.005299s;
Time step 1275400, Step size=0.0000033ms, Time elapsed=0.004237s;
Time step 1240700, Step size=0.0000043ms, Time elapsed=0.005300s;
Time step 1275500, Step size=0.0000033ms, Time elapsed=0.004238s;
Time step 1240800, Step size=0.0000043ms, Time elapsed=0.005300s;
Time step 1275600, Step size=0.0000033ms, Time elapsed=0.004238s;
Time step 1240900, Step size=0.0000043ms, Time elapsed=0.005301s;
Time step 1275700, Step size=0.0000033ms, Time elapsed=0.004238s;
Time step 1241000, Step size=0.0000043ms, Time elapsed=0.005301s;
Time step 1275800, Step size=0.0000033ms, Time elapsed=0.004239s;
Time step 1241100, Step size=0.0000043ms, Time elapsed=0.005301s;
Time step 1275900, Step size=0.0000033ms, Time elapsed=0.004239s;
Time step 1241200, Step size=0.0000043ms, Time elapsed=0.005302s;
Time step 1276000, Step size=0.0000033ms, Time elapsed=0.004239s;
Time step 1241300, Step size=0.0000043ms, Time elapsed=0.005302s;
Time step 1276100, Step size=0.0000033ms, Time elapsed=0.004240s;
Time step 1241400, Step size=0.0000043ms, Time elapsed=0.005303s;
Time step 1276200, Step size=0.0000033ms, Time elapsed=0.004240s;
Time step 1241500, Step size=0.0000043ms, Time elapsed=0.005303s;
Time step 1276300, Step size=0.0000033ms, Time elapsed=0.004240s;
Time step 1241600, Step size=0.0000043ms, Time elapsed=0.005304s;
Time step 1276400, Step size=0.0000033ms, Time elapsed=0.004241s;
Time step 1241700, Step size=0.0000043ms, Time elapsed=0.005304s;
Time step 1276500, Step size=0.0000033ms, Time elapsed=0.004241s;
Time step 1241800, Step size=0.0000043ms, Time elapsed=0.005304s;
Time step 1276600, Step size=0.0000033ms, Time elapsed=0.004241s;
Time step 1241900, Step size=0.0000043ms, Time elapsed=0.005305s;
Time step 1276700, Step size=0.0000033ms, Time elapsed=0.004242s;
Time step 1242000, Step size=0.0000043ms, Time elapsed=0.005305s;
Time step 1276800, Step size=0.0000033ms, Time elapsed=0.004242s;
Time step 1242100, Step size=0.0000043ms, Time elapsed=0.005306s;
Time step 1276900, Step size=0.0000033ms, Time elapsed=0.004242s;
Time step 1242200, Step size=0.0000043ms, Time elapsed=0.005306s;
Time step 1277000, Step size=0.0000033ms, Time elapsed=0.004243s;
Time step 1242300, Step size=0.0000043ms, Time elapsed=0.005307s;
Time step 1277100, Step size=0.0000033ms, Time elapsed=0.004243s;
Time step 1242400, Step size=0.0000043ms, Time elapsed=0.005307s;
Time step 1277200, Step size=0.0000033ms, Time elapsed=0.004243s;
Time step 1242500, Step size=0.0000043ms, Time elapsed=0.005307s;
Time step 1277300, Step size=0.0000033ms, Time elapsed=0.004244s;
Time step 1242600, Step size=0.0000043ms, Time elapsed=0.005308s;
Time step 1277400, Step size=0.0000033ms, Time elapsed=0.004244s;
Time step 1242700, Step size=0.0000043ms, Time elapsed=0.005308s;
Time step 1277500, Step size=0.0000033ms, Time elapsed=0.004244s;
Time step 1242800, Step size=0.0000043ms, Time elapsed=0.005309s;
Time step 1277600, Step size=0.0000033ms, Time elapsed=0.004245s;
Time step 1242900, Step size=0.0000043ms, Time elapsed=0.005309s;
Time step 1277700, Step size=0.0000033ms, Time elapsed=0.004245s;
Time step 1243000, Step size=0.0000043ms, Time elapsed=0.005310s;
Time step 1277800, Step size=0.0000033ms, Time elapsed=0.004245s;
Time step 1243100, Step size=0.0000043ms, Time elapsed=0.005310s;
Time step 1277900, Step size=0.0000033ms, Time elapsed=0.004246s;
Time step 1243200, Step size=0.0000043ms, Time elapsed=0.005310s;
Time step 1278000, Step size=0.0000033ms, Time elapsed=0.004246s;
Time step 1243300, Step size=0.0000043ms, Time elapsed=0.005311s;
Time step 1278100, Step size=0.0000033ms, Time elapsed=0.004246s;
Time step 1243400, Step size=0.0000043ms, Time elapsed=0.005311s;
Time step 1278200, Step size=0.0000033ms, Time elapsed=0.004247s;
Time step 1243500, Step size=0.0000043ms, Time elapsed=0.005312s;
Time step 1278300, Step size=0.0000033ms, Time elapsed=0.004247s;
Time step 1243600, Step size=0.0000043ms, Time elapsed=0.005312s;
Time step 1278400, Step size=0.0000033ms, Time elapsed=0.004247s;
Time step 1243700, Step size=0.0000043ms, Time elapsed=0.005313s;
Time step 1278500, Step size=0.0000033ms, Time elapsed=0.004248s;
Time step 1243800, Step size=0.0000043ms, Time elapsed=0.005313s;
Time step 1278600, Step size=0.0000033ms, Time elapsed=0.004248s;
Time step 1243900, Step size=0.0000043ms, Time elapsed=0.005313s;
Time step 1278700, Step size=0.0000033ms, Time elapsed=0.004248s;
Time step 1244000, Step size=0.0000043ms, Time elapsed=0.005314s;
Time step 1278800, Step size=0.0000033ms, Time elapsed=0.004249s;
Time step 1244100, Step size=0.0000043ms, Time elapsed=0.005314s;
Time step 1278900, Step size=0.0000033ms, Time elapsed=0.004249s;
Time step 1244200, Step size=0.0000043ms, Time elapsed=0.005315s;
Time step 1279000, Step size=0.0000033ms, Time elapsed=0.004249s;
Time step 1244300, Step size=0.0000043ms, Time elapsed=0.005315s;
Time step 1279100, Step size=0.0000033ms, Time elapsed=0.004250s;
Time step 1244400, Step size=0.0000043ms, Time elapsed=0.005315s;
Time step 1279200, Step size=0.0000033ms, Time elapsed=0.004250s;
Time step 1244500, Step size=0.0000043ms, Time elapsed=0.005316s;
Time step 1279300, Step size=0.0000033ms, Time elapsed=0.004250s;
Time step 1244600, Step size=0.0000043ms, Time elapsed=0.005316s;
Time step 1279400, Step size=0.0000033ms, Time elapsed=0.004251s;
Time step 1244700, Step size=0.0000043ms, Time elapsed=0.005317s;
Time step 1279500, Step size=0.0000033ms, Time elapsed=0.004251s;
Time step 1244800, Step size=0.0000043ms, Time elapsed=0.005317s;
Time step 1279600, Step size=0.0000033ms, Time elapsed=0.004251s;
Time step 1244900, Step size=0.0000043ms, Time elapsed=0.005318s;
Time step 1279700, Step size=0.0000033ms, Time elapsed=0.004252s;
Time step 1245000, Step size=0.0000043ms, Time elapsed=0.005318s;
Time step 1279800, Step size=0.0000033ms, Time elapsed=0.004252s;
Time step 1245100, Step size=0.0000043ms, Time elapsed=0.005318s;
Time step 1279900, Step size=0.0000033ms, Time elapsed=0.004252s;
Time step 1245200, Step size=0.0000043ms, Time elapsed=0.005319s;
Time step 1280000, Step size=0.0000033ms, Time elapsed=0.004253s;
Time step 1245300, Step size=0.0000043ms, Time elapsed=0.005319s;
Time step 1280100, Step size=0.0000033ms, Time elapsed=0.004253s;
Time step 1245400, Step size=0.0000043ms, Time elapsed=0.005320s;
Time step 1280200, Step size=0.0000033ms, Time elapsed=0.004253s;
